"LIST_CODE_ID","LIST_TYPE_ID","CODE","NAME"
"J08","H","C50.2","ĆWIARTKA GÓRNA WEWNĘTRZNA SUTKA"
"J08","H","C50.3","ĆWIARTKA DOLNA WEWNĘTRZNA SUTKA"
"J08","H","C50.4","ĆWIARTKA GÓRNA ZEWNĘTRZNA SUTKA"
"J08","H","C50.5","ĆWIARTKA DOLNA ZEWNĘTRZNA SUTKA"
"J08","H","C50.6","CZĘŚĆ PACHOWA SUTKA"
"J08","H","C50.8","ZMIANA PRZEKRACZAJĄCA GRANICE SUTKA (UWAGA 5)"
"J08","H","C50.9","SUTEK, NIE OKREŚLONY"
"J08","H","C79.8","WTÓRNY NOWOTWÓR ZŁOŚLIWY INNYCH OKREŚLONYCH UMIEJSCOWIEŃ"
"J08","H","D05.0","RAK ZRAZIKOWY IN SITU"
"J08","H","D05.1","RAK WEWNĄTRZPRZEWODOWY IN SITU"
"J08","H","D05.7","INNY RAK SUTKA IN SITU"
"J08","H","D05.9","RAK IN SITU SUTKA, NIE OKREŚLONY"
"J08","H","D48.6","SUTEK"
"J1","U","T20.0","OPARZENIE TERMICZNE NIEOKREŚLONEGO STOPNIA GŁOWY I SZYI"
"J1","U","T20.1","OPARZENIE TERMICZNE I STOPNIA GŁOWY I SZYI"
"J1","U","T20.2","OPARZENIE TERMICZNE II STOPNIA GŁOWY I SZYI"
"J1","U","T20.3","OPARZENIE TERMICZNE III STOPNIA GŁOWY I SZYI"
"J1","U","T20.4","OPARZENIE CHEMICZNE NIEOKREŚLONEGO STOPNIA GŁOWY I SZYI"
"J1","U","T20.5","OPARZENIE CHEMICZNE I STOPNIA GŁOWY I SZYI"
"J1","U","T20.6","OPARZENIE CHEMICZNE II STOPNIA GŁOWY I SZYI"
"J1","U","T20.7","OPARZENIE CHEMICZNE III STOPNIA GŁOWY I SZYI"
"J1","U","T21.0","OPARZENIE TERMICZNE NIEOKREŚLONEGO STOPNIA TUŁOWIA"
"J1","U","T21.1","OPARZENIE TERMICZNE I STOPNIA TUŁOWIA"
"J1","U","T21.2","OPARZENIE TERMICZNE II STOPNIA TUŁOWIA"
"J1","U","T21.3","OPARZENIE TERMICZNE III STOPNIA TUŁOWIA"
"J1","U","T21.4","OPARZENIE CHEMICZNE NIEOKREŚLONEGO STOPNIA TUŁOWIA"
"J1","U","T21.5","OPARZENIE CHEMICZNE I STOPNIA TUŁOWIA"
"J1","U","T21.6","OPARZENIE CHEMICZNE II STOPNIA TUŁOWIA"
"J1","U","T21.7","OPARZENIE CHEMICZNE III STOPNIA TUŁOWIA"
"J1","U","T22.0","OPARZENIE TERMICZNE NIEOKREŚLONEGO STOPNIA BARKU I KOŃCZYNY GÓRNEJ, Z WYJĄTKIEM NADGARSTKA I RĘKI"
"J1","U","T22.1","OPARZENIE TERMICZNE I STOPNIA BARKU I KOŃCZYNY GÓRNEJ, Z WYJĄTKIEM NADGARSTKA I RĘKI"
"J1","U","T22.2","OPARZENIE TERMICZNE II STOPNIA BARKU I KOŃCZYNY GÓRNEJ, Z WYJĄTKIEM NADGARSTKA I RĘKI"
"J1","U","T22.3","OPARZENIE TERMICZNE III STOPNIA BARKU I KOŃCZYNY GÓRNEJ, Z WYJĄTKIEM NADGARSTKA I RĘKI"
"J1","U","T22.4","OPARZENIE CHEMICZNE NIEOKREŚLONEGO STOPNIA BARKU I KOŃCZYNY GÓRNEJ, Z WYJĄTKIEM NADGARSTKA I RĘKI"
"J1","U","T22.5","OPARZENIE CHEMICZNE I STOPNIA BARKU I KOŃCZYNY GÓRNEJ, Z WYJĄTKIEM NADGARSTKA I RĘKI"
"J1","U","T22.6","OPARZENIE CHEMICZNE II STOPNIA BARKU I KOŃCZYNY GÓRNEJ, Z WYJĄTKIEM NADGARSTKA I RĘKI"
"J1","U","T22.7","OPARZENIE CHEMICZNE III STOPNIA BARKU I KOŃCZYNY GÓRNEJ, Z WYJĄTKIEM NADGARSTKA I RĘKI"
"J1","U","T23.0","OPARZENIE TERMICZNE NIEOKREŚLONEGO STOPNIA NADGARSTKA I RĘKI"
"J1","U","T23.1","OPARZENIE TERMICZNE I STOPNIA NADGARSTKA I RĘKI"
"J1","U","T23.2","OPARZENIE TERMICZNE II STOPNIA NADGARSTKA I RĘKI"
"J1","U","T23.3","OPARZENIE TERMICZNE III STOPNIA NADGARSTKA I RĘKI"
"J1","U","T23.4","OPARZENIE CHEMICZNE NIEOKREŚLONEGO STOPNIA NADGARSTKA I RĘKI"
"J1","U","T23.5","OPARZENIE CHEMICZNE I STOPNIA NADGARSTKA I RĘKI"
"J1","U","T23.6","OPARZENIE CHEMICZNE II STOPNIA NADGARSTKA I RĘKI"
"J1","U","T23.7","OPARZENIE CHEMICZNE III STOPNIA NADGARSTKA I RĘKI"
"J1","U","T24.0","OPARZENIE TERMICZNE NIEOKREŚLONEGO STOPNIA BIODRA I KOŃCZYNY DOLNEJ, Z WYJĄTKIEM OKOLICY STAWU SKOKOWEGO I STOPY"
"J1","U","T24.1","OPARZENIE TERMICZNE I STOPNIA BIODRA I KOŃCZYNY DOLNEJ, Z WYJĄTKIEM OKOLICY STAWU SKOKOWEGO I STOPY"
"J1","U","T24.2","OPARZENIE TERMICZNE II STOPNIA BIODRA I KOŃCZYNY DOLNEJ, Z WYJĄTKIEM OKOLICY STAWU SKOKOWEGO I STOPY"
"J1","U","T24.3","OPARZENIE TERMICZNE III STOPNIA BIODRA I KOŃCZYNY DOLNEJ, Z WYJĄTKIEM OKOLICY STAWU SKOKOWEGO I STOPY"
"J1","U","T24.4","OPARZENIE CHEMICZNE NIEOKREŚLONEGO STOPNIA BIODRA I KOŃCZYNY DOLNEJ, Z WYJĄTKIEM OKOLICY STAWU SKOKOWEGO I STOPY"
"J1","U","T24.5","OPARZENIE CHEMICZNE I STOPNIA BIODRA I KOŃCZYNY DOLNEJ, Z WYJĄTKIEM OKOLICY STAWU SKOKOWEGO I STOPY"
"J1","U","T24.6","OPARZENIE CHEMICZNE II STOPNIA BIODRA I KOŃCZYNY DOLNEJ, Z WYJĄTKIEM OKOLICY STAWU SKOKOWEGO I STOPY"
"J1","U","T24.7","OPARZENIE CHEMICZNE III STOPNIA BIODRA I KOŃCZYNY DOLNEJ, Z WYJĄTKIEM OKOLICY STAWU SKOKOWEGO I STOPY"
"J1","U","T25.0","OPARZENIE TERMICZNE NIEOKREŚLONEGO STOPNIA OKOLICY STAWU SKOKOWEGO I STOPY"
"J1","U","T25.1","OPARZENIE TERMICZNE I STOPNIA OKOLICY STAWU SKOKOWEGO I STOPY"
"J1","U","T25.2","OPARZENIE TERMICZNE II STOPNIA OKOLICY STAWU SKOKOWEGO I STOPY"
"J1","U","T25.3","OPARZENIE TERMICZNE III STOPNIA OKOLICY STAWU SKOKOWEGO I STOPY"
"J1","U","T25.4","OPARZENIE CHEMICZNE NIEOKREŚLONEGO STOPNIA OKOLICY STAWU SKOKOWEGO I STOPY"
"J1","U","T25.5","OPARZENIE CHEMICZNE I STOPNIA OKOLICY STAWU SKOKOWEGO I STOPY"
"J1","U","T25.6","OPARZENIE CHEMICZNE II STOPNIA OKOLICY STAWU SKOKOWEGO I STOPY"
"J1","U","T25.7","OPARZENIE CHEMICZNE III STOPNIA OKOLICY STAWU SKOKOWEGO I STOPY"
"J1","U","T27.0","OPARZENIE TERMICZNE KRTANI I TCHAWICY"
"J1","U","T27.1","OPARZENIE TERMICZNE OBEJMUJĄCE KRTAŃ, TCHAWICĘ I PŁUCA"
"J1","U","T27.2","OPARZENIE TERMICZNE INNYCH CZĘŚCI DRÓG ODDECHOWYCH"
"J1","U","T27.3","OPARZENIE TERMICZNE DRÓG ODDECHOWYCH, NIE OKREŚLONE"
"J1","U","T27.4","OPARZENIE CHEMICZNE KRTANI I TCHAWICY"
"J1","U","T27.5","OPARZENIE CHEMICZNE OBEJMUJĄCE KRTAŃ, TCHAWICĘ I PŁUCA"
"J1","U","T27.6","OPARZENIE CHEMICZNE INNYCH CZĘŚCI DRÓG ODDECHOWYCH"
"J1","U","T27.7","OPARZENIE CHEMICZNE DRÓG ODDECHOWYCH, NIE OKREŚLONE"
"J1","U","T28.0","OPARZENIE TERMICZNE JAMY USTNEJ I GARDŁA"
"J1","U","T28.1","OPARZENIE TERMICZNE PRZEŁYKU"
"J1","U","T28.2","OPARZENIE TERMICZNE INNYCH CZĘŚCI UKŁADU POKARMOWEGO"
"J1","U","T28.3","OPARZENIE TERMICZNE NARZĄDÓW MOCZOPŁCIOWYCH WEWNĘTRZNYCH"
"J1","U","T28.4","OPARZENIE TERMICZNE INNYCH, NIEOKREŚLONYCH NARZĄDÓW WEWNĘTRZNYCH"
"J1","U","T28.5","OPARZENIE CHEMICZNE JAMY USTNEJ I GARDŁA"
"J1","U","T28.6","OPARZENIE CHEMICZNE PRZEŁYKU"
"J1","U","T28.7","OPARZENIE CHEMICZNE INNYCH CZĘŚCI PRZEWODU POKARMOWEGO"
"J1","U","T28.8","OPARZENIE CHEMICZNE NARZĄDÓW MOCZOPŁCIOWYCH WEWNĘTRZNYCH"
"J1","U","T28.9","OPARZENIE CHEMICZNE INNYCH, NIEOKREŚLONYCH NARZĄDÓW WEWNĘTRZNYCH"
"J1","U","T30.0","OPARZENIE TERMICZNE NIEOKREŚLONEJ OKOLICY CIAŁA, NIEOKREŚLONEGO STOPNIA"
"J1","U","T30.1","OPARZENIE TERMICZNE I STOPNIA, OKOLICA CIAŁA NIEOKREŚLONA"
"J1","U","T30.2","OPARZENIE TERMICZNE II STOPNIA, OKOLICA CIAŁA NIEOKREŚLONA"
"J1","U","T30.4","OPARZENIE CHEMICZNE NIEOKREŚLONEJ OKOLICY CIAŁA, NIEOKREŚLONEGO STOPNIA"
"J1","U","T30.5","OPARZENIE CHEMICZNE I STOPNIA, OKOLICA CIAŁA NIEOKREŚLONA"
"J1","U","T30.6","OPARZENIE CHEMICZNE II STOPNIA, OKOLICA CIAŁA NIEOKREŚLONA"
"J1","U","T31.0","OPARZENIE TERMICZNE OBEJMUJĄCE MNIEJ NIŻ 10% POWIERZCHNI CIAŁA"
"J1","U","T31.1","OPARZENIE TERMICZNE OBEJMUJĄCE 10-19% POWIERZCHNI CIAŁA"
"J1","U","T32.0","OPARZENIE CHEMICZNE OBEJMUJĄCE MNIEJ NIŻ 10% POWIERZCHNI CIAŁA"
"J1","U","T32.1","OPARZENIE CHEMICZNE OBEJMUJĄCE 10-19% POWIERZCHNI CIAŁA"
"J2","U","T31.2","OPARZENIE TERMICZNE OBEJMUJĄCE 20-29% POWIERZCHNI CIAŁA"
"J2","U","T31.3","OPARZENIE TERMICZNE OBEJMUJĄCE 30-39% POWIERZCHNI CIAŁA"
"J2","U","T31.4","OPARZENIE TERMICZNE OBEJMUJĄCE 40-49% POWIERZCHNI CIAŁA"
"J2","U","T31.5","OPARZENIE TERMICZNE OBEJMUJĄCE 50-59% POWIERZCHNI CIAŁA"
"J2","U","T31.6","OPARZENIE TERMICZNE OBEJMUJĄCE 60-69% POWIERZCHNI CIAŁA"
"J2","U","T31.7","OPARZENIE TERMICZNE OBEJMUJĄCE 70-79% POWIERZCHNI CIAŁA"
"J2","U","T31.8","OPARZENIE TERMICZNE OBEJMUJĄCE 80-90% POWIERZCHNI CIAŁA"
"J2","U","T31.9","OPARZENIE TERMICZNE OBEJMUJĄCE 90% I WIECEJ POWIERZCHNI CIAŁA"
"J2","U","T32.2","OPARZENIE CHEMICZNE OBEJMUJĄCE 20-29% POWIERZCHNI CIAŁA"
"J2","U","T32.3","OPARZENIE CHEMICZNE OBEJMUJĄCE 30-39% POWIERZCHNI CIAŁA"
"J2","U","T32.4","OPARZENIE CHEMICZNE OBEJMUJĄCE 40-49% POWIERZCHNI CIAŁA"
"J2","U","T32.5","OPARZENIE CHEMICZNE OBEJMUJĄCE 50-59% POWIERZCHNI CIAŁA"
"J2","U","T32.6","OPARZENIE CHEMICZNE OBEJMUJĄCE 60-69% POWIERZCHNI CIAŁA"
"J2","U","T32.7","OPARZENIE CHEMICZNE OBEJMUJĄCE 70-79% POWIERZCHNI CIAŁA"
"J2","U","T32.8","OPARZENIE CHEMICZNE OBEJMUJĄCE 80-89% POWIERZCHNI CIAŁA"
"J2","U","T32.9","OPARZENIE CHEMICZNE OBEJMUJĄCE 90% I WIECEJ POWIERZCHNI CIAŁA"
"J2","U","T59.0","TLENKI AZOTU"
"J2","U","T59.1","DWUTLENEK SIARKI"
"J2","U","T59.2","ALDEHYD MRÓWKOWY"
"J2","U","T59.3","GAZY LAKRYMATORY"
"J2","U","T59.4","CHLOR"
"J2","U","T59.5","FLUOR I FLUOROWODY"
"J2","U","T59.6","SIARKOWODÓR"
"J2","U","T59.7","DWUTLENEK WĘGLA"
"J2","U","T59.8","INNE OKREŚLONE GAZY, DYMY I PARY"
"J2","U","T59.9","GAZY I PARY, NIE OKREŚLONE"
"J2","U","T75.4","SKUTKI DZIAŁANIA PRĄDU ELEKTRYCZNEGO"
"J21","H","T20.0","OPARZENIE TERMICZNE NIEOKREŚLONEGO STOPNIA GŁOWY I SZYI"
"J21","H","T20.1","OPARZENIE TERMICZNE I STOPNIA GŁOWY I SZYI"
"J21","H","T20.2","OPARZENIE TERMICZNE II STOPNIA GŁOWY I SZYI"
"J21","H","T20.3","OPARZENIE TERMICZNE III STOPNIA GŁOWY I SZYI"
"J21","H","T20.4","OPARZENIE CHEMICZNE NIEOKREŚLONEGO STOPNIA GŁOWY I SZYI"
"J21","H","T20.5","OPARZENIE CHEMICZNE I STOPNIA GŁOWY I SZYI"
"J21","H","T20.6","OPARZENIE CHEMICZNE II STOPNIA GŁOWY I SZYI"
"J21","H","T20.7","OPARZENIE CHEMICZNE III STOPNIA GŁOWY I SZYI"
"J21","H","T21.0","OPARZENIE TERMICZNE NIEOKREŚLONEGO STOPNIA TUŁOWIA"
"J21","H","T21.1","OPARZENIE TERMICZNE I STOPNIA TUŁOWIA"
"J21","H","T21.2","OPARZENIE TERMICZNE II STOPNIA TUŁOWIA"
"J21","H","T21.3","OPARZENIE TERMICZNE III STOPNIA TUŁOWIA"
"J21","H","T21.4","OPARZENIE CHEMICZNE NIEOKREŚLONEGO STOPNIA TUŁOWIA"
"J21","H","T21.5","OPARZENIE CHEMICZNE I STOPNIA TUŁOWIA"
"J21","H","T21.6","OPARZENIE CHEMICZNE II STOPNIA TUŁOWIA"
"J21","H","T21.7","OPARZENIE CHEMICZNE III STOPNIA TUŁOWIA"
"J21","H","T22.0","OPARZENIE TERMICZNE NIEOKREŚLONEGO STOPNIA BARKU I KOŃCZYNY GÓRNEJ, Z WYJĄTKIEM NADGARSTKA I RĘKI"
"J21","H","T22.1","OPARZENIE TERMICZNE I STOPNIA BARKU I KOŃCZYNY GÓRNEJ, Z WYJĄTKIEM NADGARSTKA I RĘKI"
"J21","H","T22.2","OPARZENIE TERMICZNE II STOPNIA BARKU I KOŃCZYNY GÓRNEJ, Z WYJĄTKIEM NADGARSTKA I RĘKI"
"J21","H","T22.3","OPARZENIE TERMICZNE III STOPNIA BARKU I KOŃCZYNY GÓRNEJ, Z WYJĄTKIEM NADGARSTKA I RĘKI"
"J21","H","T22.4","OPARZENIE CHEMICZNE NIEOKREŚLONEGO STOPNIA BARKU I KOŃCZYNY GÓRNEJ, Z WYJĄTKIEM NADGARSTKA I RĘKI"
"J21","H","T22.5","OPARZENIE CHEMICZNE I STOPNIA BARKU I KOŃCZYNY GÓRNEJ, Z WYJĄTKIEM NADGARSTKA I RĘKI"
"J21","H","T22.6","OPARZENIE CHEMICZNE II STOPNIA BARKU I KOŃCZYNY GÓRNEJ, Z WYJĄTKIEM NADGARSTKA I RĘKI"
"J21","H","T22.7","OPARZENIE CHEMICZNE III STOPNIA BARKU I KOŃCZYNY GÓRNEJ, Z WYJĄTKIEM NADGARSTKA I RĘKI"
"J21","H","T23.0","OPARZENIE TERMICZNE NIEOKREŚLONEGO STOPNIA NADGARSTKA I RĘKI"
"J21","H","T23.1","OPARZENIE TERMICZNE I STOPNIA NADGARSTKA I RĘKI"
"J21","H","T23.2","OPARZENIE TERMICZNE II STOPNIA NADGARSTKA I RĘKI"
"J21","H","T23.3","OPARZENIE TERMICZNE III STOPNIA NADGARSTKA I RĘKI"
"J21","H","T23.4","OPARZENIE CHEMICZNE NIEOKREŚLONEGO STOPNIA NADGARSTKA I RĘKI"
"J21","H","T23.5","OPARZENIE CHEMICZNE I STOPNIA NADGARSTKA I RĘKI"
"J21","H","T23.6","OPARZENIE CHEMICZNE II STOPNIA NADGARSTKA I RĘKI"
"J21","H","T23.7","OPARZENIE CHEMICZNE III STOPNIA NADGARSTKA I RĘKI"
"J21","H","T24.0","OPARZENIE TERMICZNE NIEOKREŚLONEGO STOPNIA BIODRA I KOŃCZYNY DOLNEJ, Z WYJĄTKIEM OKOLICY STAWU SKOKOWEGO I STOPY"
"J21","H","T24.1","OPARZENIE TERMICZNE I STOPNIA BIODRA I KOŃCZYNY DOLNEJ, Z WYJĄTKIEM OKOLICY STAWU SKOKOWEGO I STOPY"
"J21","H","T24.2","OPARZENIE TERMICZNE II STOPNIA BIODRA I KOŃCZYNY DOLNEJ, Z WYJĄTKIEM OKOLICY STAWU SKOKOWEGO I STOPY"
"J21","H","T24.3","OPARZENIE TERMICZNE III STOPNIA BIODRA I KOŃCZYNY DOLNEJ, Z WYJĄTKIEM OKOLICY STAWU SKOKOWEGO I STOPY"
"J21","H","T24.4","OPARZENIE CHEMICZNE NIEOKREŚLONEGO STOPNIA BIODRA I KOŃCZYNY DOLNEJ, Z WYJĄTKIEM OKOLICY STAWU SKOKOWEGO I STOPY"
"J21","H","T24.5","OPARZENIE CHEMICZNE I STOPNIA BIODRA I KOŃCZYNY DOLNEJ, Z WYJĄTKIEM OKOLICY STAWU SKOKOWEGO I STOPY"
"J21","H","T24.6","OPARZENIE CHEMICZNE II STOPNIA BIODRA I KOŃCZYNY DOLNEJ, Z WYJĄTKIEM OKOLICY STAWU SKOKOWEGO I STOPY"
"J21","H","T24.7","OPARZENIE CHEMICZNE III STOPNIA BIODRA I KOŃCZYNY DOLNEJ, Z WYJĄTKIEM OKOLICY STAWU SKOKOWEGO I STOPY"
"J21","H","T25.0","OPARZENIE TERMICZNE NIEOKREŚLONEGO STOPNIA OKOLICY STAWU SKOKOWEGO I STOPY"
"J21","H","T25.1","OPARZENIE TERMICZNE I STOPNIA OKOLICY STAWU SKOKOWEGO I STOPY"
"J21","H","T25.2","OPARZENIE TERMICZNE II STOPNIA OKOLICY STAWU SKOKOWEGO I STOPY"
"J21","H","T25.3","OPARZENIE TERMICZNE III STOPNIA OKOLICY STAWU SKOKOWEGO I STOPY"
"J21","H","T25.4","OPARZENIE CHEMICZNE NIEOKREŚLONEGO STOPNIA OKOLICY STAWU SKOKOWEGO I STOPY"
"J21","H","T25.5","OPARZENIE CHEMICZNE I STOPNIA OKOLICY STAWU SKOKOWEGO I STOPY"
"J21","H","T25.6","OPARZENIE CHEMICZNE II STOPNIA OKOLICY STAWU SKOKOWEGO I STOPY"
"J21","H","T25.7","OPARZENIE CHEMICZNE III STOPNIA OKOLICY STAWU SKOKOWEGO I STOPY"
"J21","H","T27.0","OPARZENIE TERMICZNE KRTANI I TCHAWICY"
"J21","H","T27.1","OPARZENIE TERMICZNE OBEJMUJĄCE KRTAŃ, TCHAWICĘ I PŁUCA"
"J21","H","T27.2","OPARZENIE TERMICZNE INNYCH CZĘŚCI DRÓG ODDECHOWYCH"
"J21","H","T27.3","OPARZENIE TERMICZNE DRÓG ODDECHOWYCH, NIE OKREŚLONE"
"J21","H","T27.4","OPARZENIE CHEMICZNE KRTANI I TCHAWICY"
"J21","H","T27.5","OPARZENIE CHEMICZNE OBEJMUJĄCE KRTAŃ, TCHAWICĘ I PŁUCA"
"J21","H","T27.6","OPARZENIE CHEMICZNE INNYCH CZĘŚCI DRÓG ODDECHOWYCH"
"J21","H","T27.7","OPARZENIE CHEMICZNE DRÓG ODDECHOWYCH, NIE OKREŚLONE"
"J21","H","T28.0","OPARZENIE TERMICZNE JAMY USTNEJ I GARDŁA"
"J21","H","T28.1","OPARZENIE TERMICZNE PRZEŁYKU"
"J21","H","T28.2","OPARZENIE TERMICZNE INNYCH CZĘŚCI UKŁADU POKARMOWEGO"
"J21","H","T28.3","OPARZENIE TERMICZNE NARZĄDÓW MOCZOPŁCIOWYCH WEWNĘTRZNYCH"
"J21","H","T28.4","OPARZENIE TERMICZNE INNYCH, NIEOKREŚLONYCH NARZĄDÓW WEWNĘTRZNYCH"
"J21","H","T28.5","OPARZENIE CHEMICZNE JAMY USTNEJ I GARDŁA"
"J21","H","T28.6","OPARZENIE CHEMICZNE PRZEŁYKU"
"J21","H","T28.7","OPARZENIE CHEMICZNE INNYCH CZĘŚCI PRZEWODU POKARMOWEGO"
"J21","H","T28.8","OPARZENIE CHEMICZNE NARZĄDÓW MOCZOPŁCIOWYCH WEWNĘTRZNYCH"
"J21","H","T28.9","OPARZENIE CHEMICZNE INNYCH, NIEOKREŚLONYCH NARZĄDÓW WEWNĘTRZNYCH"
"J21","H","T30.0","OPARZENIE TERMICZNE NIEOKREŚLONEJ OKOLICY CIAŁA, NIEOKREŚLONEGO STOPNIA"
"J21","H","T30.1","OPARZENIE TERMICZNE I STOPNIA, OKOLICA CIAŁA NIEOKREŚLONA"
"J21","H","T30.2","OPARZENIE TERMICZNE II STOPNIA, OKOLICA CIAŁA NIEOKREŚLONA"
"J21","H","T30.4","OPARZENIE CHEMICZNE NIEOKREŚLONEJ OKOLICY CIAŁA, NIEOKREŚLONEGO STOPNIA"
"J21","H","T30.5","OPARZENIE CHEMICZNE I STOPNIA, OKOLICA CIAŁA NIEOKREŚLONA"
"J21","H","T30.6","OPARZENIE CHEMICZNE II STOPNIA, OKOLICA CIAŁA NIEOKREŚLONA"
"J21","H","T31.0","OPARZENIE TERMICZNE OBEJMUJĄCE MNIEJ NIŻ 10% POWIERZCHNI CIAŁA"
"J21","H","T31.1","OPARZENIE TERMICZNE OBEJMUJĄCE 10-19% POWIERZCHNI CIAŁA"
"J21","H","T32.0","OPARZENIE CHEMICZNE OBEJMUJĄCE MNIEJ NIŻ 10% POWIERZCHNI CIAŁA"
"J21","H","T32.1","OPARZENIE CHEMICZNE OBEJMUJĄCE 10-19% POWIERZCHNI CIAŁA"
"J21","H","T33.0","POWIERZCHOWNE ODMROŻENIE GŁOWY"
"J21","H","T33.1","POWIERZCHOWNE ODMROŻENIE SZYI"
"J21","H","T33.2","POWIERZCHOWNE ODMROŻENIE KLATKI PIERSIOWEJ"
"J21","H","T33.3","POWIERZCHOWNE ODMROŻENIE ŚCIANY BRZUCHA, DOLNEJ CZĘŚCI GRZBIETU I MIEDNICY"
"J21","H","T33.4","POWIERZCHOWNE ODMROŻENIE KOŃCZYNY GÓRNEJ"
"J21","H","T33.5","POWIERZCHOWNE ODMROŻENIE NADGARSTKA I RĘKI"
"J21","H","T33.6","POWIERZCHOWNE ODMROŻENIE BIODRA I UDA"
"J21","H","T33.7","POWIERZCHOWNE ODMROŻENIE KOLANA I PODUDZIA"
"J21","H","T33.8","POWIERZCHOWNE ODMROŻENIE OKOLICY STAWU SKOKOWEGO I STOPY"
"J21","H","T33.9","POWIERZCHOWNE ODMROŻENIE INNYCH I NIEOKREŚLONYCH OKOLIC"
"J21","H","T35.0","POWIERZCHOWNE ODMROŻENIE OBEJMUJĄCE MNOGIE OKOLICE CIAŁA"
"J21","H","T35.4","NIEOKREŚLONE ODMROŻENIE KOŃCZYNY GÓRNEJ"
"J21","H","T35.5","NIEOKREŚLONE ODMROŻENIE KOŃCZYNY DOLNEJ"
"J21","H","T35.7","NIEOKREŚLONE ODMROŻENIE, NIEOKREŚLONEJ OKOLICY"
"J3","U","T29.0","OPARZENIE TERMICZNE MNOGICH OKOLIC, NIEOKREŚLONEGO STOPNIA"
"J3","U","T29.1","OPARZENIE TERMICZNE MNOGICH OKOLIC, NIE WIĘKSZE NIŻ OPARZENIE I STOPNIA"
"J3","U","T29.2","OPARZENIE TERMICZNE MNOGICH OKOLIC, NIE WIĘKSZE NIŻ OPARZENIE II STOPNIA"
"J3","U","T29.3","OPARZENIE TERMICZNE MNOGICH OKOLIC, PRZYNAJMNIEJ JEDNO III STOPNIA"
"J3","U","T29.4","OPARZENIE CHEMICZNE MNOGICH OKOLIC CIAŁA, NIEOKREŚLONEGO STOPNIA"
"J3","U","T29.5","OPARZENIE CHEMICZNE MNOGICH OKOLIC, NIE WIĘKSZE NIŻ I STOPNIA"
"J3","U","T29.6","OPARZENIE CHEMICZNE MNOGICH OKOLIC, NIE WIĘKSZE NIŻ II STOPNIA"
"J3","U","T29.7","OPARZENIE CHEMICZNE MNOGICH OKOLIC, PRZYNAJMNIEJ JEDNO III STOPNIA"
"J3","U","T30.3","OPARZENIE TERMICZNE III STOPNIA, OKOLICA CIAŁA NIEOKREŚLONA"
"J3","U","T30.7","OPARZENIE CHEMICZNE III STOPNIA, OKOLICA CIAŁA NIEOKREŚLONA"
"J3","U","T31.2","OPARZENIE TERMICZNE OBEJMUJĄCE 20-29% POWIERZCHNI CIAŁA"
"J3","U","T31.3","OPARZENIE TERMICZNE OBEJMUJĄCE 30-39% POWIERZCHNI CIAŁA"
"J3","U","T31.4","OPARZENIE TERMICZNE OBEJMUJĄCE 40-49% POWIERZCHNI CIAŁA"
"J3","U","T31.5","OPARZENIE TERMICZNE OBEJMUJĄCE 50-59% POWIERZCHNI CIAŁA"
"J3","U","T31.6","OPARZENIE TERMICZNE OBEJMUJĄCE 60-69% POWIERZCHNI CIAŁA"
"J3","U","T31.7","OPARZENIE TERMICZNE OBEJMUJĄCE 70-79% POWIERZCHNI CIAŁA"
"J3","U","T31.8","OPARZENIE TERMICZNE OBEJMUJĄCE 80-90% POWIERZCHNI CIAŁA"
"J3","U","T31.9","OPARZENIE TERMICZNE OBEJMUJĄCE 90% I WIECEJ POWIERZCHNI CIAŁA"
"J3","U","T32.2","OPARZENIE CHEMICZNE OBEJMUJĄCE 20-29% POWIERZCHNI CIAŁA"
"J3","U","T32.3","OPARZENIE CHEMICZNE OBEJMUJĄCE 30-39% POWIERZCHNI CIAŁA"
"J3","U","T32.4","OPARZENIE CHEMICZNE OBEJMUJĄCE 40-49% POWIERZCHNI CIAŁA"
"J3","U","T32.5","OPARZENIE CHEMICZNE OBEJMUJĄCE 50-59% POWIERZCHNI CIAŁA"
"J3","U","T32.6","OPARZENIE CHEMICZNE OBEJMUJĄCE 60-69% POWIERZCHNI CIAŁA"
"J3","U","T32.7","OPARZENIE CHEMICZNE OBEJMUJĄCE 70-79% POWIERZCHNI CIAŁA"
"J3","U","T32.8","OPARZENIE CHEMICZNE OBEJMUJĄCE 80-89% POWIERZCHNI CIAŁA"
"J3","U","T32.9","OPARZENIE CHEMICZNE OBEJMUJĄCE 90% I WIECEJ POWIERZCHNI CIAŁA"
"J33","H","C00.0","POWIERZCHNIA ZEWNĘTRZNA WARGI GÓRNEJ"
"J33","H","C00.1","POWIERZCHNIA ZEWNĘTRZNA WARGI DOLNEJ"
"J33","H","C43.0","CZERNIAK ZŁOŚLIWY WARGI"
"J33","H","C43.1","CZERNIAK ZŁOŚLIWY POWIEKI, ŁĄCZNIE Z KĄTEM OKA"
"J33","H","C43.2","CZERNIAK ZŁOŚLIWY UCHA I PRZEWODU SŁUCHOWEGO ZEWNĘTRZNEGO"
"J33","H","C43.3","CZERNIAK ZŁOŚLIWY INNYCH I NIEOKREŚLONYCH CZĘŚCI  TWARZY"
"J33","H","C43.4","CZERNIAK ZŁOŚLIWY SKÓRY OWŁOSIONEJ GŁOWY I SKÓRY SZYI"
"J33","H","C43.5","CZERNIAK ZŁOŚLIWY TUŁOWIA"
